,username,date,content,preprocess_content,sentiment,sentiment_score
9413,El_shedii,2018-08-14 17:30:09+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Sacarsm don finish https://t.co/Lqbw2ihmxT,yomishogunle ngrpresident endsars policengpcrru policeng sacarsm don finish,negative,0.8770983219146729
9414,7rabs,2018-08-14 17:30:07+00:00,@YomiShogunle @iFemora @EndSars Why do u always block people bcos they tell u the fact 😂😂,yomishogunle ifemora endsars u block people bcos tell u fact ,negative,0.7812489867210388
9415,7rabs,2018-08-14 17:28:33+00:00,@YomiShogunle @tobss__ @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG He will soon order your sack too,yomishogunle tobss ngrpresident endsars policengpcrru policeng soon order sack,negative,0.9925515651702881
9416,BonMavis,2018-08-14 17:28:05+00:00,"@TheEmekaDiala @YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Also as regards the security of the country, there are other squads capable of taking care until a better re-structured SARS group emerges. #EndSARS",theemekadiala yomishogunle ngrpresident endsars policengpcrru policeng regards security country squads capable taking care better restructured sars group emerges endsars,positive,0.9763582944869995
9417,iam_xtova,2018-08-14 17:27:45+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG @walegates your MCM 😂😂😂,yomishogunle ngrpresident endsars policengpcrru policeng walegates mcm ,positive,0.9710818529129028
9418,okeysco,2018-08-14 17:27:37+00:00,"@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG We don't need overhauling, what we want is total scrapping",yomishogunle ngrpresident endsars policengpcrru policeng dont need overhauling want total scrapping,negative,0.9851934313774109
9419,okoajokeade,2018-08-14 17:27:19+00:00,@YomiShogunle @SARSReporter @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Kikikikikiki! I still can't stop laughing in Chinese because these 10-day season film. I hope it'll be extended o!,yomishogunle sarsreporter ngrpresident endsars policengpcrru policeng kikikikikiki cant stop laughing chinese 10day season film hope itll extended o,positive,0.9954662322998047
9420,Ahhmard,2018-08-14 17:26:51+00:00,@YomiShogunle @iFemora @EndSars One condescending piece of....,yomishogunle ifemora endsars condescending piece,negative,0.9913051128387451
9421,BonMavis,2018-08-14 17:26:37+00:00,"@TheEmekaDiala @YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Yes, we need the efforts of SARS in this country but at the same time u can’t build a solid new furniture out of an old pest infected one, the result wud be a continuation of the spoil. SARS should be dissolved for now and a more vision oriented group recruited. #EndSARS",theemekadiala yomishogunle ngrpresident endsars policengpcrru policeng yes need efforts sars country time u can’t build solid new furniture old pest infected result wud continuation spoil sars dissolved vision oriented group recruited endsars,negative,0.9915801286697388
9422,Oluwateebuzz,2018-08-14 17:26:06+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG We did it without 180million retweets. We won a 🙌 #EndSARS,yomishogunle ngrpresident endsars policengpcrru policeng 180million retweets won  endsars,positive,0.5182903409004211
9423,wolexzzo,2018-08-14 17:24:38+00:00,"@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG The voice of the people, is the voice of God. Sure everyone who fought for this, led by Segun Sega Awosanya, is vindicated. Possibly you did your best Yomi, but you were disconnected from the people and you obviously didn't empathise. Lessons for everyone.",yomishogunle ngrpresident endsars policengpcrru policeng voice people voice god sure fought led segun sega awosanya vindicated possibly best yomi disconnected people obviously didnt empathise lessons,negative,0.8581034541130066
9424,shegslaw10,2018-08-14 17:24:22+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Guess we didn't need 180million retweets to #EndSARS afterall https://t.co/OOvEyTDPVN,yomishogunle ngrpresident endsars policengpcrru policeng guess didnt need 180million retweets endsars afterall,negative,0.9985648989677429
9425,zikjohn007,2018-08-14 17:24:14+00:00,@YomiShogunle @iFemora @EndSars Abeg block me self...lmao,yomishogunle ifemora endsars abeg block selflmao,negative,0.9610684514045715
9426,otunbalegit,2018-08-14 17:23:29+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG We know taink you... https://t.co/G898EUyacS,yomishogunle ngrpresident endsars policengpcrru policeng know taink,positive,0.9834498763084412
9427,otomaton,2018-08-14 17:22:48+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG That the system required a presidential directive to overhaul the management and activities of SARS is depressing.,yomishogunle ngrpresident endsars policengpcrru policeng system required presidential directive overhaul management activities sars depressing,negative,0.9860240817070007
9428,Indiana37828691,2018-08-14 17:22:14+00:00,@YomiShogunle @PoliceNG_News @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Please is sars now end or they still going to be working,yomishogunle policengnews ngrpresident endsars policengpcrru policeng sars end going working,positive,0.7042241096496582
9429,sidramatics,2018-08-14 17:22:07+00:00,"@YomiShogunle @Bimzee_ @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Abayomi, you need to change your ways of handling public relations...It is part of the reforms...some introspection",yomishogunle bimzee ngrpresident endsars policengpcrru policeng abayomi need change ways handling public relationsit reformssome introspection,positive,0.9875630140304565
9430,Kristofa_smallz,2018-08-14 17:21:36+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Ode! How many people can you block?? Don't worry your next!,yomishogunle ngrpresident endsars policengpcrru policeng ode people block dont worry,positive,0.9514976739883423
9431,Dude000Dude,2018-08-14 17:21:29+00:00,@Dinzel_flash @YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG SHAME,dinzelflash yomishogunle ngrpresident endsars policengpcrru policeng shame,negative,0.9914878606796265
9432,Tzjane,2018-08-14 17:21:07+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Can you agree now that ur men have been abusing people at will. At least the Acting President would have acted on intelligence report to conclude that you lot need to do something. Now give @walegates his 225k....he has been vindicated by the VP. Ask the VP to give u proof.,yomishogunle ngrpresident endsars policengpcrru policeng agree ur men abusing people acting president acted intelligence report conclude lot need walegates 225khe vindicated vp ask vp u proof,negative,0.9917923212051392
9433,AdejohDaniel8,2018-08-14 17:20:50+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Bros how market? Your case will be next.,yomishogunle ngrpresident endsars policengpcrru policeng bros market case,positive,0.8983282446861267
9434,RythmOla,2018-08-14 17:20:30+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG About time.. Shame it took this long !!,yomishogunle ngrpresident endsars policengpcrru policeng time shame took long,negative,0.9952291250228882
9435,olumabs,2018-08-14 17:20:09+00:00,@YomiShogunle @PoliceNG_PCRRU @NGRPresident @EndSars @PoliceNG It must have been a hard feeling for you typing this tweet.,yomishogunle policengpcrru ngrpresident endsars policeng hard feeling typing tweet,negative,0.9995187520980835
9436,Indiana37828691,2018-08-14 17:19:51+00:00,@YomiShogunle @PoliceNG_News @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG By the special name of God you going to have a sack letter before this month ending .,yomishogunle policengnews ngrpresident endsars policengpcrru policeng special god going sack letter month ending,negative,0.797111988067627
9437,cle4ayere,2018-08-14 17:19:44+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG SARS should remain while reform or overhaul is needed in the unit or sections for it to be more effective.Bad eggs should be fish out.Thank you.,yomishogunle ngrpresident endsars policengpcrru policeng sars remain reform overhaul needed unit sections effectivebad eggs fish outthank,positive,0.8687906265258789
9438,Justnoww200,2018-08-14 17:19:25+00:00,@YomiShogunle @kol_ayo_dam @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Get ready to go home..❌,yomishogunle kolayodam ngrpresident endsars policengpcrru policeng ready home,positive,0.994634747505188
9439,Cisse001,2018-08-14 17:19:20+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG 180 million retweet to #EndSars https://t.co/F1lfRj3zAC,yomishogunle ngrpresident endsars policengpcrru policeng 180 million retweet endsars,negative,0.5437660217285156
9440,Rotiwap,2018-08-14 17:19:06+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG At last https://t.co/kgVy39h7II,yomishogunle ngrpresident endsars policengpcrru policeng,positive,0.9560998678207397
9441,Iam_nikmills,2018-08-14 17:18:16+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG failure,yomishogunle ngrpresident endsars policengpcrru policeng failure,negative,0.9975040555000305
9442,Ruuudeen,2018-08-14 17:18:14+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG The same “Unlawful activities of SARS” you and IG claimed they never existed.,yomishogunle ngrpresident endsars policengpcrru policeng “unlawful activities sars” ig claimed existed,negative,0.9445140361785889
9443,iFemora,2018-08-14 17:18:05+00:00,@terwasemurph @YomiShogunle @EndSars Help me tell him o,terwasemurph yomishogunle endsars help tell o,positive,0.9696682691574097
9444,IAmBrandNigeria,2018-08-14 17:17:48+00:00,"@StanleyAjama @YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG This is a WIN for everyone. Ironically, everyone is a victim of a bad system one way or the other",stanleyajama yomishogunle ngrpresident endsars policengpcrru policeng win ironically victim bad system way,negative,0.6278305053710938
9445,terwasemurph,2018-08-14 17:17:24+00:00,@YomiShogunle @iFemora @EndSars Who ya TL elp? Happy blocking,yomishogunle ifemora endsars ya tl elp happy blocking,positive,0.9939123392105103
9446,nananigeria2,2018-08-14 17:17:14+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG You will be sack very soon. Mark my words today.,yomishogunle ngrpresident endsars policengpcrru policeng sack soon mark words today,positive,0.7818928956985474
9447,Demi_Titan,2018-08-14 17:16:25+00:00,"@YomiShogunle @PoliceNG_PCRRU @NGRPresident @EndSars @PoliceNG No, not yet. Wait a little more. So a few more people would be abused or worse still die",yomishogunle policengpcrru ngrpresident endsars policeng wait little people abused worse die,positive,0.6930856108665466
9448,mona_moxie,2018-08-14 17:16:07+00:00,"@YomiShogunle @iFemora @EndSars @YomiShogunle, your case is the next to be addressed by the presidency.

And togeather as a nation, we will gather to celebrate it.",yomishogunle ifemora endsars yomishogunle case addressed presidency togeather nation gather celebrate,positive,0.9956555366516113
9449,engyn_,2018-08-14 17:15:52+00:00,"@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG So Bros, You finally got your #180millionretweets to reform SARS. Congrats",yomishogunle ngrpresident endsars policengpcrru policeng bros finally got 180millionretweets reform sars congrats,positive,0.9708094596862793
9450,gbadamosiwole,2018-08-14 17:15:41+00:00,@henroy7 @YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Who ? 🤣😂🤣😂🤣😂,henroy7 yomishogunle ngrpresident endsars policengpcrru policeng 🤣🤣🤣,positive,0.7704249024391174
9451,BonMavis,2018-08-14 17:15:34+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG An overhaul is not what is needed. They need to be dissolved and then restructured with the aim of recruiting new police SARS officials with intelligence and a sound principles. That way it would effectively take away the termites spoiling the work of the police force. #EndSARS,yomishogunle ngrpresident endsars policengpcrru policeng overhaul needed need dissolved restructured aim recruiting new police sars officials intelligence sound principles way effectively away termites spoiling work police force endsars,negative,0.5287401676177979
9452,mikeagbeniyisr,2018-08-14 17:15:06+00:00,"@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Broda Yomi, Hope this is good for the force.",yomishogunle ngrpresident endsars policengpcrru policeng broda yomi hope good force,positive,0.9810286164283752
9453,The_HeadOfState,2018-08-14 17:13:33+00:00,"@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG ""Acting..."" https://t.co/NIhiamjtQK",yomishogunle ngrpresident endsars policengpcrru policeng acting,positive,0.9713000655174255
9454,IBWAKAWA,2018-08-14 17:12:39+00:00,@YomiShogunle @PoliceNG_PCRRU @NGRPresident @EndSars @PoliceNG Active President Osinbanjo...,yomishogunle policengpcrru ngrpresident endsars policeng active president osinbanjo,positive,0.9634333252906799
9455,tombo_fc,2018-08-14 17:12:34+00:00,@YomiShogunle @iFemora @EndSars 😂😂😂😂😂,yomishogunle ifemora endsars ,positive,0.9232849478721619
9456,StonnyStonny1,2018-08-14 17:12:18+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG How u feel now....u be they reason say e nor go work abi. Shame on dude🐖🐖🐖,yomishogunle ngrpresident endsars policengpcrru policeng u feel nowu reason e work abi shame dude,positive,0.6353732347488403
9457,BayoBrahms,2018-08-14 17:11:47+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG @segalink The word “overhaul” tho! **sighs** 🤒,yomishogunle ngrpresident endsars policengpcrru policeng segalink word “overhaul” tho sighs 🤒,negative,0.9455819129943848
9458,StanleyAjama,2018-08-14 17:11:33+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG We won.. Nigerians won.. Yes Yomi we won.. Glory be to God,yomishogunle ngrpresident endsars policengpcrru policeng won nigerians won yes yomi won glory god,positive,0.9948621392250061
9459,YomiShogunle,2018-08-14 17:11:10+00:00,@iFemora @EndSars iFemora This reply has earned you a block from my TL.,ifemora endsars ifemora reply earned block tl,negative,0.9974658489227295
9460,leespanyol,2018-08-14 17:10:15+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG So what do you have to say about it? At least you supported SARS 😷,yomishogunle ngrpresident endsars policengpcrru policeng supported sars ,positive,0.9877787232398987
9461,ADEWASCOCO,2018-08-14 17:09:45+00:00,"@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Idiot, so you can tweet???",yomishogunle ngrpresident endsars policengpcrru policeng idiot tweet,negative,0.9989245533943176
9462,BayoBrahms,2018-08-14 17:09:22+00:00,"@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG It’s a win-win for everybody!! 

Congrats @segalink !!",yomishogunle ngrpresident endsars policengpcrru policeng it’s winwin everybody congrats segalink,positive,0.9908326268196106
9463,lanreokiri,2018-08-14 17:09:20+00:00,"@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG We all av d info already, what took u so long?",yomishogunle ngrpresident endsars policengpcrru policeng av d info took u long,positive,0.610747218132019
9464,muhsin_wakawa,2018-08-14 17:09:14+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Please sound sacarstic na! https://t.co/tW4hBbys6w,yomishogunle ngrpresident endsars policengpcrru policeng sound sacarstic na,positive,0.986802875995636
9465,Sugardaddyofak,2018-08-14 17:08:29+00:00,"@YomiShogunle @PoliceNG_PCRRU @NGRPresident @EndSars @PoliceNG You going home , Shame on you, a man with no balls.",yomishogunle policengpcrru ngrpresident endsars policeng going home shame man balls,positive,0.5055214762687683
9466,hizroyaljosh,2018-08-14 17:08:17+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG You're next. Just be ready to get outta that place you are 😕,yomishogunle ngrpresident endsars policengpcrru policeng youre ready outta place ,negative,0.7507739067077637
9467,henroy7,2018-08-14 17:07:59+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Guess who's Next?? https://t.co/mPzkQhDs2v,yomishogunle ngrpresident endsars policengpcrru policeng guess whos,negative,0.8683784604072571
9468,OfficialKorrekt,2018-08-14 17:07:17+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Great work being done. 💯,yomishogunle ngrpresident endsars policengpcrru policeng great work ,positive,0.9938268065452576
9469,dinzel_flash,2018-08-14 17:07:04+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG Atleast you don't need the 180M retweet for someone reasonable to look into the #EndSARS issue. Shame on you!!,yomishogunle ngrpresident endsars policengpcrru policeng atleast dont need 180m retweet reasonable look endsars issue shame,negative,0.9966799020767212
9470,iFemora,2018-08-14 17:05:51+00:00,@YomiShogunle @NGRPresident @EndSars @PoliceNG_PCRRU @PoliceNG I hope you're getting ready. You're up next.,yomishogunle ngrpresident endsars policengpcrru policeng hope youre getting ready youre,positive,0.9969195127487183
9471,YomiShogunle,2018-08-14 17:04:56+00:00,"Acting 🇳🇬President, Prof Yemi Osinbajo directs IGP to overhaul management &amp; activities of Special Anti-Robbery Squad and National Human Rights Commission to set up a Special Panel to investigate alleged unlawful activities of SARS.
Details at @NGRPresident.
#ReformSARS @EndSARS https://t.co/bLHhywRyoH",acting president prof yemi osinbajo directs igp overhaul management amp activities special antirobbery squad national human rights commission set special panel investigate alleged unlawful activities sars details ngrpresident reformsars endsars,positive,0.8082575798034668
9472,dreamsavalanche,2018-08-14 16:29:14+00:00,I'm not saying @Endsars movement isnt good but sometimes I wonder why our people don't learn from occurrences. Like you orders to pull over by SARS and the next thing is to take your phone out and video. Does that make sense? https://t.co/qC1rNBRTRW,im saying endsars movement isnt good wonder people dont learn occurrences like orders pull sars thing phone video sense,negative,0.9995489716529846
9473,OguzieJ,2018-08-11 04:57:54+00:00,"@IamPeterAli @RuggedyBaba @segalink @citizen_gavel It doesn't justify the actions of the Police . Torture and all forms of abuse is unlawful. If a catch a criminal , arrest him/her and charge them accordingly. The police are allowed to use a minimum form of force on refusal to arrest...that's the law. @EndSARs and #ReformPoliceNG",iampeterali ruggedybaba segalink citizengavel doesnt justify actions police torture forms abuse unlawful catch criminal arrest himher charge accordingly police allowed use minimum form force refusal arrestthats law endsars reformpoliceng,negative,0.9999299049377441
9474,segalink,2018-08-10 17:11:42+00:00,@Pill_Tv @EndSars @reformpoliceNG Thanks Distinguished,pilltv endsars reformpoliceng thanks distinguished,positive,0.9620092511177063
9475,Pill_Tv,2018-08-10 17:10:47+00:00,We love you @segalink God protect you for speaking up @EndSARS and @ReformPoliceNG https://t.co/jaWHHIwbny,love segalink god protect speaking endsars reformpoliceng,positive,0.9740782380104065
9476,J_mknite,2018-08-10 13:45:51+00:00,"@bukolasaraki @segalinks Distinguished SP @bukolasaraki also remember the plight of the young innocent youths everyday in the hands of the @endSARS operatives. We appreciate your efforts so far, as we hope you will do more on this regards",bukolasaraki segalinks distinguished sp bukolasaraki remember plight young innocent youths everyday hands endsars operatives appreciate efforts far hope regards,positive,0.997205913066864
9477,iheme_emmanuel,2018-08-08 06:39:51+00:00,"Really please, I need your blocking because you are the most malicious person on Earth for always supporting the illegality in SARS and in the Nigeria police force. @EndSARS #SackYomiShogunle #WhatIsYomi #ReformPoliceNG @segalink https://t.co/aOlls7qQmx",need blocking malicious person earth supporting illegality sars nigeria police force endsars sackyomishogunle whatisyomi reformpoliceng segalink,negative,0.6854376196861267
9478,POUNLARS,2018-08-07 15:55:11+00:00,@segalink @emmacalyps @Ebubelove @AbdulMahmud01 @SaharaReporters @citizen_gavel @EndSars 😂😂😂,segalink emmacalyps ebubelove abdulmahmud01 saharareporters citizengavel endsars ,positive,0.6520248651504517
9479,fashy_T,2018-08-07 14:28:36+00:00,@segalink @emmacalyps @Ebubelove @AbdulMahmud01 @SaharaReporters @citizen_gavel @EndSars  https://t.co/miG3A1aoaa,segalink emmacalyps ebubelove abdulmahmud01 saharareporters citizengavel endsars,positive,0.6520248651504517
9480,segalink,2018-08-07 14:27:12+00:00,@emmacalyps @Ebubelove @AbdulMahmud01 @SaharaReporters @citizen_gavel #WhatIsAYomi and his moronic salubata shoes will not rush to the scene now o. @EndSARS #ReformPoliceNG,emmacalyps ebubelove abdulmahmud01 saharareporters citizengavel whatisayomi moronic salubata shoes rush scene o endsars reformpoliceng,positive,0.7191569805145264
9481,Ayujala1,2018-08-07 06:39:38+00:00,@T_oluwalase @segalink That's the way they are. #reformpoliceng @EndSars,toluwalase segalink thats way reformpoliceng endsars,negative,0.737968385219574
9482,OguzieJ,2018-08-07 06:37:58+00:00,@EndSARs and #ReformPoliceNG is the campaign we want to hear all about in 2019. https://t.co/RZLa2dbErV,endsars reformpoliceng campaign want hear 2019,positive,0.8149681091308594
9483,Rae_ofNigeria,2018-08-03 20:42:07+00:00,@Xhallum @bettyabah @Abayij @segalink @seunonigbinde @ChidiOdinkalu @citizen_gavel @AmnestyNigeria @richardmammah @ShareGist @OurMumuDonDo @NnimmoB @AbdulMahmud01 @EndSars I know yeah. We all know this is Nigeria,xhallum bettyabah abayij segalink seunonigbinde chidiodinkalu citizengavel amnestynigeria richardmammah sharegist ourmumudondo nnimmob abdulmahmud01 endsars know yeah know nigeria,positive,0.9337970614433289
9484,Xhallum,2018-08-03 19:34:45+00:00,@___slim_bullet @bettyabah @Abayij @segalink @seunonigbinde @ChidiOdinkalu @citizen_gavel @AmnestyNigeria @richardmammah @ShareGist @OurMumuDonDo @NnimmoB @AbdulMahmud01 Abeg this one no be just prayer jaré. It calls for Action. @EndSars brutality is becoming overwhelming... Haba! After 2 months... This is painful...,slimbullet bettyabah abayij segalink seunonigbinde chidiodinkalu citizengavel amnestynigeria richardmammah sharegist ourmumudondo nnimmob abdulmahmud01 abeg prayer jaré calls action endsars brutality overwhelming haba 2 months painful,negative,0.9999285936355591
9485,ambrosini_bro,2018-08-02 08:32:48+00:00,@YomiShogunle They learnt it from you and your collegues @Endsars,yomishogunle learnt collegues endsars,negative,0.6691511273384094
9486,OguzieJ,2018-07-31 11:37:37+00:00,Please let's make this happen @EndSars. Almost 700 signatures to go to arrive at 50.000 https://t.co/9zwB12z0rP,lets happen endsars 700 signatures arrive 50000,positive,0.9715228080749512
9487,Olaniyan811,2018-07-29 03:23:12+00:00,@WuzupNaija @MobilePunch We've seen ur @endSARS do worse than what's being portrayed on social media platforms. Get a grip lady,wuzupnaija mobilepunch weve seen ur endsars worse whats portrayed social media platforms grip lady,negative,0.9998965263366699
9488,AceSalisss,2018-07-28 06:52:50+00:00,"If you want to know how naturally rude and brutal are some Nigerians try tweeting against @EndSARS agitation, you'll understand that the problem isn't the uniform, it's the people in that uniform, point 👉 You're likely to do the same if you're in their shoes,Change begins with u",want know naturally rude brutal nigerians try tweeting endsars agitation youll understand problem isnt uniform people uniform point  youre likely youre shoeschange begins u,negative,0.9981794357299805
9489,AceSalisss,2018-07-28 06:44:56+00:00,"@vee___14 @rosanwo @EndSars You never reason with valid arguments, this is why some Nigerians will stay poor, dumb and illiterate.",vee14 rosanwo endsars reason valid arguments nigerians stay poor dumb illiterate,negative,0.9946942925453186
9490,AceSalisss,2018-07-28 06:44:56+00:00,"@vee___14 @rosanwo @EndSars You Never reason with valid arguments This is why some Nigerians will stay poor, dumb and illiterate",vee14 rosanwo endsars reason valid arguments nigerians stay poor dumb illiterate,negative,0.9946942925453186
9491,AceSalisss,2018-07-28 06:32:35+00:00,"@vee___14 @rosanwo @EndSars I just aired my opinion and here you're calling me an obvious illiterate, you're the absolute foolish illiterate",vee14 rosanwo endsars aired opinion youre calling obvious illiterate youre absolute foolish illiterate,negative,0.9969133138656616
9492,m4n3r0,2018-07-27 19:19:56+00:00,Imagine an individual like @YomiShogunle ascending to become IGP..  just think what would be happening then.  @EndSars #ReformPoliceNG #EndSars #nigeria,imagine individual like yomishogunle ascending igp think happening endsars reformpoliceng endsars nigeria,positive,0.5828772783279419
9493,m4n3r0,2018-07-27 19:16:45+00:00,"What was the point of the VP @ProfOsinbajo going to the Google event when young folks can't go about with their laptops or phones connecting to the Internet for fear of @EndSars killing/maiming them under the guise of accusing them of being yahoo boys 
@segalink @citizen_gavel",point vp profosinbajo going google event young folks cant laptops phones connecting internet fear endsars killingmaiming guise accusing yahoo boys segalink citizengavel,negative,0.9997983574867249
9494,vee___14,2018-07-26 07:14:46+00:00,@AceSalisss @rosanwo @EndSars Some people are obvious illiterates 😂,acesalisss rosanwo endsars people obvious illiterates ,negative,0.9993218183517456
9495,AceSalisss,2018-07-25 23:10:51+00:00,"@vee___14 @rosanwo @EndSars Obviously you're more of a criminal-like human being and far from normal i.e y when you hear the word SARS, it always scared the living daylights out of you. 
FYI I support #EndSARS movement.",vee14 rosanwo endsars obviously youre criminallike human far normal ie y hear word sars scared living daylights fyi support endsars movement,positive,0.8600965738296509
9496,hassana_maina,2018-07-25 22:24:26+00:00,"@AceSalisss @olushola88 @rosanwo @EndSars Shut up , will you?",acesalisss olushola88 rosanwo endsars shut,negative,0.9865548610687256
9497,vee___14,2018-07-25 16:16:13+00:00,"@AceSalisss @rosanwo @EndSars If we say some people are foolish now it will seem as if we are rude, but which sensible Nigerian will refer the SARS brutality in the country as minor?",acesalisss rosanwo endsars people foolish rude sensible nigerian refer sars brutality country minor,negative,0.9958986639976501
9498,mikecokere,2018-07-25 13:34:42+00:00,@AceSalisss @olushola88 @rosanwo @EndSars Oh you are having transmission issues. Sorry o.,acesalisss olushola88 rosanwo endsars oh having transmission issues sorry o,negative,0.9997050166130066
9499,AceSalisss,2018-07-25 13:12:05+00:00,@mikecokere @olushola88 @rosanwo @EndSars because you're blind and the nerves transmitting information to your brain are dead. Moron,mikecokere olushola88 rosanwo endsars youre blind nerves transmitting information brain dead moron,negative,0.9194395542144775
9500,Nwaulari,2018-07-25 12:16:58+00:00,@AceSalisss @rosanwo @EndSars I which they will do that,acesalisss rosanwo endsars,positive,0.9456576108932495
9501,AyodeleAwolalu,2018-07-25 11:27:14+00:00,@olushola88 @AceSalisss @rosanwo @EndSars He's being sarcastic ni,olushola88 acesalisss rosanwo endsars hes sarcastic ni,negative,0.9058651328086853
9502,kenny445NAF,2018-07-25 10:19:40+00:00,@toky89 @AceSalisss @olushola88 @rosanwo @EndSars see wicked laughter,toky89 acesalisss olushola88 rosanwo endsars wicked laughter,positive,0.9980913996696472
9503,Rafayizle,2018-07-25 10:10:14+00:00,@AceSalisss @olushola88 @rosanwo @EndSars Oga goan rinse ur brain with hypo,acesalisss olushola88 rosanwo endsars oga goan rinse ur brain hypo,negative,0.9934375882148743
9504,toky89,2018-07-25 09:12:01+00:00,@AceSalisss @olushola88 @rosanwo @EndSars 🤣🤣🤣🤣🤣🤣🤣,acesalisss olushola88 rosanwo endsars 🤣🤣🤣🤣🤣🤣🤣,positive,0.9893719553947449
9505,AceSalisss,2018-07-25 08:38:45+00:00,"@Kesrockovic @rosanwo @EndSars I'm in no support of any fake ass senator, as far as I'm concern, it can't change the fact that they're the elected law makers",kesrockovic rosanwo endsars im support fake ass senator far im concern cant change fact theyre elected law makers,negative,0.8983834385871887
9506,AceSalisss,2018-07-25 08:36:17+00:00,"@olushola88 @rosanwo @EndSars That should be the third, cos I've encountered the first and the second, PMB is a master strategist",olushola88 rosanwo endsars cos ive encountered second pmb master strategist,positive,0.9873149394989014
9507,Kesrockovic,2018-07-25 08:03:33+00:00,"@AceSalisss @rosanwo @EndSars The problem here is that you have forgotten that it is the common man who is being brutalised by #SARS that elected these senators into office and u come here to call the issue that involves the common man MINOR and idolize the so called senators as ""LAWMAKERS""",acesalisss rosanwo endsars problem forgotten common man brutalised sars elected senators office u come issue involves common man minor idolize called senators lawmakers,negative,0.8926182985305786
9508,olushola88,2018-07-25 07:08:19+00:00,"@AceSalisss @rosanwo @EndSars I pray you encounter SARS brutal treatment one day, then you won't refer it as "" minor""",acesalisss rosanwo endsars pray encounter sars brutal treatment day wont refer minor,negative,0.9857131242752075
9509,AceSalisss,2018-07-24 23:05:56+00:00,"@rosanwo How dare u compare minor @EndSARS issue with with the senators, remember they're the lawmakers, they can bring an end to SARS and the presidency in one sitting.",rosanwo dare u compare minor endsars issue senators remember theyre lawmakers bring end sars presidency sitting,positive,0.5945203304290771
